MAKE,MODEL,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE CAPACITY ,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Skoda,Kodiaq Style 2.0 TDI 4x4 AT,80000,2018,35000,Diesel,Automatic,White,First,Individual,,,,,4697,1882,1665,7,63
Ford,Figo Duratorq Diesel Titanium 1.4,6000,2010,72000,Diesel,Manual,White,First,Individual,1399,69@4000,160@2000,FWD,3795,1680,1427,5,45
Hyundai,Creta 1.6 SX Plus Special Edition,20000,2015,90000,Diesel,Manual,Silver,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Honda,City V,18625,2016,38000,Petrol,Manual,Silver,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],184750,2021,7000,Diesel,Automatic,Grey,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
BMW,X5 xDrive 30d M Sport,147500,2017,83985,Diesel,Automatic,White,Second,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,
Honda,Amaze 1.2 S MT Petrol [2018-2020],16875,2019,74237,Petrol,Manual,White,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35
BMW,X1 sDrive20d xLine,66250,2018,53000,Diesel,Automatic,Blue,Second,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Maruti Suzuki,Alto 800 Lxi,8500,2016,52303,Petrol,Manual,Grey,First,Commercial Registration,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Maruti Suzuki,Baleno Alpha 1.2,15500,2019,42356,Petrol,Manual,Red,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Maruti Suzuki,SX4 ZDI,7425,2013,84000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1735,1560,5,50
Toyota,Etios Liva GD,12500,2016,114000,Diesel,Manual,Grey,First,Individual,1364,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775,1695,1510,5,45
Hyundai,Verna SX Plus 1.6 VTVT AT,28725,2019,26894,Petrol,Automatic,Black,First,Individual,1591,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45
Mercedes-Benz,C-Class C 220 CDI Avantgarde,66250,2017,70000,Diesel,Automatic,Brown,Second,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD,4686,1810,1442,5,66
Toyota,Fortuner 3.0 4x2 MT,34375,2012,98352,Diesel,Manual,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Hyundai,i10 Magna,5875,2009,107000,Petrol,Manual,Grey,Third,Individual,1086,67@5500,99@2800,FWD,3565,1595,1550,5,35
BMW,5-Series 525d Luxury Plus,57000,2014,68000,Diesel,Automatic,Blue,First,Individual,1995,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,
Toyota,Fortuner 2.8 4x2 AT [2016-2020],77250,2017,52000,Diesel,Automatic,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Lexus,ES 300h,109375,2017,31059,Petrol,Automatic,Brown,First,Individual,2494,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD,4915,1820,1450,5,65
Maruti Suzuki,S-Cross Alpha 1.6,18725,2017,114000,Diesel,Manual,Grey,First,Individual,1598,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
BMW,X5 xDrive 30d Expedition,120000,2017,35000,Diesel,Automatic,Black,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,
Mahindra,TUV300 T10,19625,2017,44000,Diesel,Manual,White,First,Individual,1493,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995,1835,1839,7,60
Hyundai,i20 Active 1.4 S,18750,2017,72000,Diesel,Manual,Maroon,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],103750,2019,8000,Diesel,Automatic,Blue,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Maruti Suzuki,Alto VXi,8000,2014,54000,Petrol,Manual,White,First,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35
Mercedes-Benz,GLA 200 CDI Style,43750,2015,99000,Diesel,Automatic,White,Second,Individual,2143,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50
Mahindra,TUV300 T10,23625,2019,88000,Diesel,Manual,White,First,Individual,1493,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995,1795,1817,7,60
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,687500,2020,11000,Diesel,Automatic,White,Second,Individual,2993,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5199,2220,1840,4,105
Ford,Endeavour Sport 2.0 4x4 AT,102500,2021,19000,Diesel,Automatic,White,First,Individual,1996,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,43750,2021,33000,Petrol,Automatic,Black,First,Individual,1451,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4655,1835,1760,5,60
Maruti Suzuki,Ertiga VDi 1.3 Diesel,20275,2018,44153,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4395,1735,1690,7,45
Land Rover,Discovery Sport HSE Luxury 7-Seater,172500,2020,32368,Diesel,Automatic,White,First,Individual,2179,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600,2069,1724,7,65
Hyundai,Verna 1.6 CRDI SX,18125,2016,42000,Diesel,Manual,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
Jaguar,XF Portfolio Diesel,115000,2020,56000,Diesel,Automatic,Blue,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,5067,2091,1457,5,66
Tata,Nexon EV XZ Plus,37125,2020,10000,Electric,Automatic,Blue,First,Individual,,,,FWD,3993,1811,1606,5,
Land Rover,Range Rover 3.0 V6 Diesel Vogue,482500,2019,63000,Diesel,Automatic,Black,First,Individual,2993,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999,2220,1835,5,105
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],16250,2017,49422,Petrol,Automatic,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
MG,Hector Plus Smart 1.5 DCT Petrol,48125,2021,19000,Petrol,Automatic,Silver,First,Corporate,1451,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720,1835,1760,6,60
Honda,City SV CVT,14750,2015,75258,Petrol,Automatic,White,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Hyundai,Santro Sportz CNG [2018-2020],12375,2019,46000,CNG,Manual,Silver,First,Individual,1086,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60
Maruti Suzuki,Baleno Zeta 1.3,17375,2016,68921,Diesel,Manual,Red,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
Hyundai,Verna 1.6 CRDI SX,19975,2018,79800,Diesel,Manual,Grey,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
Volkswagen,Polo Highline1.2L (P),8125,2013,53000,Petrol,Manual,Red,Second,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Mahindra,Scorpio S5 2WD 7 STR,29750,2018,59000,Diesel,Manual,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
Jaguar,XJ 3.0 Portfolio,145000,2017,30000,Diesel,Automatic,White,First,Individual,2993,225 bhp @ 4000 rpm,689 Nm @ 1800 rpm,RWD,5255,2105,1460,5,77
Maruti Suzuki,Alto LXi BS-III,3500,2009,65000,Petrol,Manual,Silver,Third,Individual,796,47@6200,62@3000,,3495,1475,1460,5,35
Maruti Suzuki,Baleno Zeta 1.2,18750,2021,58000,Petrol,Manual,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Mercedes-Benz,M-Class ML 350 CDI,65000,2014,94000,Diesel,Automatic,White,First,Individual,2997,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
Maruti Suzuki,Alto 800 Lx CNG,7475,2017,45000,CNG,Manual,Silver,First,Individual,796,48 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Toyota,Fortuner 2.8 4x4 AT [2016-2020],86750,2018,62152,Diesel,Automatic,Silver,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80
Hyundai,Venue SX Plus 1.0 Turbo DCT,26875,2019,28000,Petrol,Automatic,Blue,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,16250,2019,15000,Petrol,Automatic,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Honda,Amaze 1.2 S i-VTEC,10625,2014,53610,Petrol,Manual,White,Second,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
Nissan,Terrano XL D Plus,11125,2014,75000,Diesel,Manual,White,First,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
Maruti Suzuki,XL6 Zeta MT Petrol,30625,2022,16000,Petrol,Manual,Grey,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Audi,A3 35 TDI Premium + Sunroof,33750,2015,60000,Diesel,Automatic,Black,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Volkswagen,Polo Trendline 1.2L (P),8625,2011,101923,Petrol,Manual,White,Second,Individual,,,,,,,,,
Mercedes-Benz,C-Class 220 BlueEfficiency,36250,2014,45000,Diesel,Automatic,White,First,Individual,2143,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596,1770,1447,5,66
Toyota,Fortuner 2.8 4x4 AT [2016-2020],68725,2017,120000,Diesel,Automatic,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80
Hyundai,Santro GLS,3525,2009,56400,Petrol,Manual,Silver,Third,Individual,1086,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
Hyundai,Creta 1.6 S Plus AT,34375,2017,70000,Diesel,Automatic,White,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Toyota,Innova 2.4 G 7 STR [2016-2017],45625,2016,82567,Diesel,Manual,White,First,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Audi,A8 3.0 TDI quattro,122500,2015,32000,Diesel,Automatic,Blue,First,Individual,2967,247 bhp @ 4000 rpm,580 Nm @ 1750 rpm,AWD,5265,1949,1471,4,90
Honda,Jazz V Diesel,13125,2015,68244,Diesel,Manual,Silver,Second,Individual,1498,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3955,1694,1544,5,40
Audi,Q7 3.0 TDI quattro Premium,82500,2014,25000,Diesel,Automatic,Brown,Second,Individual,2967,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,6,100
Hyundai,Eon Magna +,10125,2018,34000,Petrol,Manual,Red,First,Individual,814,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32
Audi,Q3 35 TDI quattro Premium Plus,63750,2017,36000,Diesel,Automatic,Blue,First,Individual,1968,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Honda,City SV,21875,2019,36000,Petrol,Manual,Bronze,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,Swift VXi,8875,2014,68005,Petrol,Manual,White,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Ford,Ecosport Titanium 1.5L TDCi,23125,2018,74797,Diesel,Manual,White,First,Individual,1498,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
Land Rover,Evoque SE Dynamic,162500,2021,12000,Diesel,Automatic,White,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57
Hyundai,Elite i20 Magna 1.2 [2016-2017],15625,2019,31000,Petrol,Manual,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Datsun,Redigo T(O) 1.0,10625,2020,7520,Petrol,Manual,Red,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],13750,2015,58078,Petrol,Manual,Silver,Second,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Volkswagen,Vento Comfortline Diesel,10875,2014,79081,Diesel,Manual,Grey,First,Individual,1598,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384,1699,1466,5,55
Mercedes-Benz,GLE 350 d,147500,2018,28000,Diesel,Automatic,White,First,Individual,2987,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Mercedes-Benz,GLC 220 d Progressive,87500,2017,72000,Diesel,Automatic,White,First,Individual,2143,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],43750,2022,23000,Petrol,Automatic,White,First,Individual,1353,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50
Chevrolet,Captiva LTZ AWD AT,11875,2012,74000,Diesel,Automatic,White,First,Individual,1991,150@4000,320@2000,,4660,1870,1755,7,65
Hyundai,Xcent S 1.2 (O),10625,2015,11628,Petrol,Manual,Black,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
Ford,Ecosport Titanium + 1.5L TDCi,16875,2017,81323,Diesel,Manual,Silver,First,Individual,1498,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],16875,2016,50000,Diesel,Manual,Grey,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Toyota,Innova 2.4 ZX 7 STR [2016-2020],43125,2016,145000,Diesel,Manual,White,First,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Audi,A3 40 TFSI Premium,44000,2017,48000,Petrol,Automatic,White,First,Individual,1798,178 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4456,1796,1416,5,50
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],18250,2017,80000,Diesel,Manual,Yellow,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Maruti Suzuki,Swift LXi,7525,2011,28513,Petrol,Manual,Others,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Maruti Suzuki,Wagon R LXi LPG,6875,2011,42000,LPG,Manual,White,Second,Individual,998,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD,3595,1475,1700,5,28
Ford,Figo Duratorq Diesel ZXI 1.4,5625,2013,87000,Diesel,Manual,Grey,First,Individual,1399,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,3795,1680,1427,5,45
Hyundai,Eon Magna [2011-2012],4625,2012,55700,Petrol,Manual,Silver,Second,Individual,814,56@5500,75@4000,,3495,1550,1500,5,32
Maruti Suzuki,Alto 800 Lxi,7125,2017,45600,Petrol,Manual,White,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Volkswagen,Vento Highline Diesel,8750,2013,78000,Diesel,Manual,White,Second,Individual,1598,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384,1699,1466,5,55
Rolls-Royce,Ghost Extended Wheelbase,500000,2012,55000,Petrol,Automatic,White,Third,Individual,6592,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD,5569,1948,1550,5,82.5
Mercedes-Benz,GLS 400d 4MATIC,322500,2021,3000,Diesel,Automatic,White,First,Individual,2925,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207,2157,1823,7,90
Skoda,Superb Style TSI AT,41250,2017,52458,Petrol,Automatic,Black,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66
Maruti Suzuki,Alto 800 Lxi CNG,6625,2017,30000,CNG,Manual,White,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Tata,Tiago Revotron XE [2016-2019],9875,2017,46992,Petrol,Manual,White,First,Individual,1199,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746,1647,1535,5,35
Honda,Jazz V Petrol,12500,2016,54440,Petrol,Manual,Silver,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40
Mahindra,Alturas G4 4WD AT [2018-2020],69250,2019,32000,Diesel,Automatic,Black,First,Individual,2157,178 bhp @ 4000 rpm,420 Nm @ 1600 rpm,AWD,4850,1960,1845,7,70
Mercedes-Benz,M-Class ML 250 CDI,61250,2015,103000,Diesel,Automatic,White,First,Individual,2143,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
Audi,A4 1.8 TFSI Multitronic Premium Plus,78125,2020,28600,Petrol,Automatic,White,First,Individual,1798,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701,1826,1427,5,63
Kia,Carnival Limousine Plus 7 STR,73750,2020,72000,Diesel,Automatic,White,First,Individual,2199,197 bhp @ 3800 rpm,440 Nm @ 1750 rpm,FWD,5115,1985,1755,7,60
Maruti Suzuki,Ertiga VDI SHVS,15500,2016,64906,Diesel,Manual,Grey,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
Mercedes-Benz,GLA 220 d Activity Edition,56250,2016,79000,Diesel,Automatic,Red,First,Individual,2143,168 bhp @ 3400 rpm,350 Nm @ 1400 rpm,AWD,4417,1804,1494,5,50
Maruti Suzuki,Ciaz Delta 1.4 MT,14125,2017,64000,Petrol,Manual,Brown,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],13750,2018,56000,Petrol,Manual,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Hyundai,Santro XO eRLX - Euro III,4450,2007,85000,Petrol,Manual,Silver,Second,Individual,1086,63@5500,89@3000,,3565,1525,1590,5,35
Mahindra,Scorpio S5,38750,2022,12000,Diesel,Manual,White,First,Individual,2179,137 bhp @ 3750 rpm,319 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],17775,2018,67900,Diesel,Manual,Red,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Tata,Tigor Revotron XM,9375,2018,48144,Petrol,Manual,Grey,First,Individual,1199,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3992,1677,1537,5,35
BMW,X1 sDrive20d xLine,111875,2021,7100,Diesel,Automatic,Orange,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Porsche,Macan Base [2019-2020],227500,2022,9000,Petrol,Automatic,Blue,First,Individual,1984,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4696,1923,1624,5,65
Maruti Suzuki,Alto VXi [2014-2019],6125,2016,64000,Petrol,Manual,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Honda,City V Diesel,17250,2016,38000,Diesel,Manual,Brown,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40
Toyota,Innova 2.5 G BS IV 8 STR,23625,2016,65321,Diesel,Manual,White,First,Individual,2494,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585,1765,1760,8,55
Mercedes-Benz,A-Class A 180 Sport Petrol,33750,2014,80000,Petrol,Automatic,White,Third,Individual,1595,121 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4292,1780,1433,4,50
Maruti Suzuki,Vitara Brezza ZDi,21250,2018,37093,Diesel,Manual,Red,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Volkswagen,Vento Highline 1.0L TSI,30000,2021,37230,Petrol,Manual,Grey,First,Individual,999,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4390,1699,1467,5,55
Maruti Suzuki,Celerio VXi AMT,8225,2014,76116,Petrol,Automatic,Red,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
Honda,Civic 1.8V MT,7500,2010,83359,Petrol,Manual,White,First,Individual,1799,130 bhp @ 6300 rpm,171.62 Nm @ 4300 rpm,FWD,4545,1750,1450,5,50
Audi,A4 2.0 TDI Technology,28750,2013,30000,Diesel,Automatic,Silver,Second,Individual,,,,,,,,,
BMW,5-Series 530d M Sport [2013-2017],122500,2018,38000,Diesel,Automatic,Blue,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
Hyundai,Santro Sportz CNG [2018-2020],11625,2019,28000,CNG,Manual,White,First,Individual,1086,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60
Skoda,Superb L&K TSI AT,58750,2018,14120,Petrol,Automatic,Brown,First,Individual,1798,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861,1864,1483,5,66
Hyundai,Eon D-Lite +,6250,2014,25000,Petrol,Manual,White,First,Individual,814,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32
MG,Hector Plus Sharp 1.5 DCT Petrol,48750,2020,28584,Petrol,Automatic,Black,First,Individual,1451,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720,1835,1760,6,60
BMW,X5 xDrive 30d,74375,2015,87000,Diesel,Automatic,Blue,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,
Land Rover,Evoque HSE,95000,2017,50000,Diesel,Automatic,White,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360,2120,1635,5,57
Maruti Suzuki,Alto LXi CNG [2014-2018],8250,2017,63200,CNG,Manual,Grey,First,Individual,998,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,3545,1490,1475,4,60
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],10250,2014,55000,Petrol,Manual,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Ford,Figo Titanium1.5 TDCi,14375,2019,71569,Diesel,Manual,White,First,Individual,1498,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD,3886,1695,1525,5,40
Hyundai,i10 Magna 1.2 Kappa2,6750,2012,41200,Petrol,Manual,Silver,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Mahindra,Scorpio SLE BS-IV,10875,2013,117000,Diesel,Manual,White,First,Individual,2179,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60
Maruti Suzuki,Swift DZire VXI,11625,2014,65000,Petrol,Manual,White,Second,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
BMW,X3 xDrive 20d Luxury Line [2018-2020],170000,2022,33000,Diesel,Automatic,White,First,Individual,1995,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
Hyundai,i10 Magna 1.2 Kappa2,8750,2011,21000,Petrol,Manual,Red,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Hyundai,Venue SX 1.0 Turbo iMT,22500,2020,23000,Petrol,Manual,Brown,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Maruti Suzuki,Swift LXi,14875,2016,26357,Petrol,Manual,Grey,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Hyundai,Creta 1.6 SX Plus AT Petrol,31500,2018,33500,Petrol,Automatic,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Tata,Zest XE 75 PS Diesel,13250,2020,5923,Diesel,Manual,White,First,Commercial Registration,1248,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3995,1706,1570,5,44
Maruti Suzuki,Ertiga VDi,14975,2015,72000,Diesel,Manual,Silver,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
Mahindra,XUV500 W11 AT,39875,2018,54154,Diesel,Automatic,Red,Second,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Volvo,V40 D3 R-Design,44975,2017,14000,Diesel,Automatic,Blue,First,Individual,1984,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60
